Clave,Descripcion,PrecioPublico
20960,RA26M1018-20A GP RA26 AMARILLO 1018 MOD. PARTE A CUB 20LT PRA26M1018,"7,486.50"
20961,RA26M1024-20A GP RA26 AMARILLO 1024 MOD. PARTE A CUB 20LT RA26M102404,"7,486.50"
20962,RA28MG25-16A GP RA28 GRIS 25 MODIFICADO PARTE A CUB 16LT PRA28M025,"6,192.00"
20963,RA28M1024-16A GP RA28 AMARILLO 1024 MOD. PARTE A CUB 16LT PRA28M1024,"6,192.00"
20966,GPRP6-4B RP6 ACTIVADOR SOLID MED PARTE B 4LT,978
20968,M570 FINE BLUE PEARL .946LT,"1,399.22"
20969,DSC M583 BLUE ALUMINUM .946LT,"2,754.09"
20970,VM4165-1GR TROPIC SUL RICE 1GR,72.89
20980,AQ330107-20 *K ABRILLANTADOR AQUABEAD CUB 20LT,"2,798.49"
20982,5099-1 MASILLA ACRILICA ROJO 411GR 3M SECADO LENTO PIEZA,434.6
20989,RA28MB-SM-4A GPRA28 BLANCO MODIFICADO PARTE A 4LT,"1,548.00"
20991,GPDEV15-SM-250 DEVOCRIL 15 BLANCO ESM ACRIL .250LT,106.82
20993,RP6MB-20A GP RP6 BLANCO MODIFICADO PARTE A CUB 20LT PRP6M002,"4,950.00"
20995,RP6M-SM-4B GP RP6 MOD ACTIVADOR PARTE B 4LT,"1,100.00"
20996,SL814 UNIVERSAL FLEXIBILIZER .473LT,554.37
20999,NOR06244-50 DISCO MULTIAIR 6PULG GP120 DRYLCE A975 CAJA,"1,636.67"
21000,"10648-25 DISCO DE CORTE DE 3"" 72 X 1.6 X 10 CAJA",855.42
21004,NOR31644-50 TIRA LIJA PAPEL P120 NORGRIP A275 2-3/4X16-1/2 CAJA,"1,524.17"
21005,NOR31646-50 TIRA  LIJA PAPEL P80 NORGRIP A275 2-3/4X16-1/2 CAJA,"1,642.50"
21006,NOR09191-25 DISCO DE FIBRA C.R. TR RAPID PREP 2IN 50.8MM CAFÉ CAJA,792.08
21007,NOR38672-25 DISCO DE LIJA C.R. BLUEFIRE R884P 2IN 50.8MM 24 CAJA,438.75
21008,NOR38671-25 DISCO DE LIJA CAMBIO RAPIDO R821 51MM G36 CAJA,408.33
21010,NOR31644-1 TIRA LIJA PAPEL P120 NORGRIP A275 2-3/4X16-1/2 PIEZA,30.48
21011,NOR31646-1 TIRA  LIJA PAPEL P80 NORGRIP A275 2-3/4X16-1/2 PIEZA,32.85
21012,NOR09191-1 DISCO DE FIBRA C.R. TR RAPID PREP 2IN 50.8MM CAFÉ PIEZA,31.68
21013,NOR38672-1 DISCO DE LIJA C.R. BLUEFIRE R884P 2IN 50.8MM 24 PIEZA,17.55
21014,EHP-GQ-1 BICAPA METALICO PLATA 1 LT,921.61
21015,EHP-QAB-1 TRICAPA FONDO BLANCO 1 LT,825.27
21016,EHP-PR-1 EFECTO PARA EL TRICAPA PERLA 1LT,846.92
21017,EHP-A4-1 COLOR BASE SOLIDO ROJO 1LT,"1,059.02"
21023,GPCPU04-1 CATALIZADOR P/POL DEVOCRIL 15 1LT,773.2
21027,GPPOLYT-16A POLY MAX TRANSPARENTE PARTE A CUB 16LT DUMAX006,"5,280.00"
21032,GPRE30A-SM-4 GP ALUMINIO A/TEMP 80 A 260 GRADOS 4LT,"1,696.30"
21033,GPRE30A-SM-1 GP ALUMINIO A/TEMP 80 A 260 GRADOS 1LT,471.19
21034,GPRE30B-SM-4 GP ALUMINIO A/TEMP 260 A 560 GRADOS 4LT,"2,214.81"
21035,GPRE30B-SM-1 GP ALUMINIO A/TEMP 260 A 560 GRADOS 1LT,615.23
21038,DCO204-4 CORONEL PINT VINIL ACRIL NARANJA 4LT,234.7
21039,CPC-SM-100250B AUE100 ESMALT POLIURET ORGANICO .250LT,190.87
21040,DMNAT-1 MASILLA NATURAL 1LT,167.41
21042,DCL2506-19 CELERIX ESM SEC RAP AMARILLO CAN 19LT,"3,016.69"
21043,GPRA26B-20A RA 26 BLANCO SOLID MED PARTE A 20LT PRA26002,"3,408.00"
21045,GPRA26-SM-4B RA 26 ACTIVADOR SOLID MED PARTE B 4LT,757.33
21046,GPRA26-SM-1B RA 26 ACTIVADOR SOLID MED PARTE B 1LT,210.37
21061,GPRP22-3.2A EPÓXICO RICO EN ZINC PARTE A 3.2L,"2,878.83"
21063,DCO251-18 CORONEL PINT VINIL ACRIL VERDE NATURAL 19LT,953.14
21066,GPDEV55-SM-1 DEVOTEMP 55 NEGRO A/TEMP 260 A 560G 1LT,452.78
21068,GPRA28G25-15A RA 28 GRIS 25 SOLID MED PARTE A 15LT PRA28025,"4,500.00"
21073,KINTEX-PZ LIMPIADOR KIMTEX 34 X24.7 CM PIEZA,4.25
21075,GPA2356-1 PINT AEROSOL ORO RICO METALICO 400ML PIEZA,65.92
21085,NOR31619 LIJA SECA GP1200 ADALOX A275 9X11 PIEZA,18.1
21086,NOR31618 LIJA SECA GP1500 ADALOX A275 9X11 PIEZA,18.1
21088,GPA2302-1 PINT AEROSOL NEGRO BRILLANTE 400ML PIEZA,65.92
21089,GPA2349-1 PINT AEROSOL VERDE ECOLOGICO 400ML PIEZA,65.92
21090,NOR31566-1 DISCO LIJA PAPEL P80 NORGRIP A275 6IN 152.4MM PIEZA,18.13
21105,X200458100 ESMALTE ALK AMARILLO IGLESIA (PISO) ALK200 4LT,"1,018.46"
21109,DMATIZ-4 DOAL MATIZANTE UNIVERSAL GAL 4LT,750.4
21114,5816-4 RELLENADOR DE FIBRA DE VIDRIO REF 4.76 KG,"2,020.89"
21118,DMK718-18 MACK ESMALTE ALQ BLANCO OSTION CUB 18LT,"2,449.61"
21119,DMK722-18 MACK ESMALTE ALQ VERDE YERBA CUB 18LT,"2,449.61"
21121,DMK722-4 MACK ESMALTE ALQ VERDE YERBA GAL 4LT,587.01
21123,KIT PROMOCIONAL DOAL,73.28
21127,GPA2120-1 PINT AEROSOL BLANCO MATE 400ML PIEZA,65.92
21128,GPA2309-1 PINT AEROSOL ROJO CARDENAL 400ML PIEZA,65.92
21129,GPA2311-1 PINT AEROSOL GRIS CLARO 400ML PIEZA,65.92
21130,GPA2313-1 PINT AEROSOL CAFE TABACO 400ML PIEZA,65.92
21131,GPA2314-1 PINT AEROSOL VERDE JARDIN 400ML PIEZA,65.92
21132,GPA2316-1 PINT AEROSOL NEGRO SATINADO 400ML PIEZA,65.92
21133,GPA2317-1 PINT AEROSOL ROJO TAXI 400ML PIEZA,65.92
21134,GPA2325-1 PINT AEROSOL AZUL ULTRAMAR 400ML PIEZA,65.92
21135,GPA2694-1 PINT AEROSOL NEGRO MATE 400ML PIEZA,65.92
21136,GPA2350-1 PINT AEROSOL ALUMINIO 400ML PIEZA,83.16
21137,GPA2701-1 PINT AEROSOL VERDE FLUORESCENTE 400ML PIEZA,80.95
21138,PRODUCTOS DE REPINTADO AUTOMOTRIZ,"1,145.77"
21149,DRM-SM-19P ROYAL MATE PINT VINIL PASTEL CUB 19LT,"1,869.66"
21154,DRM-SM-4I ROYAL MATE PINT VINIL INTENSO GALON 4LT,447.11
21158,DRS-SM-19I ROYAL SATIN PINT VINIL INTENSOS CUB 19LT,"2,365.67"
21161,DRS-SM-4I ROYAL SATIN PINT VINIL INTENSOS GALON 4LT,482.64
21170,DGTS-SM-4M GRAN TURISMO PINT VINIL SATIN MEDIOS 4LT,574.73
21177,DGT10021M-19 GRAN TURISMO PINT VINIL MATE BLANCO 19LT,"2,711.13"
21182,560-1 SCOTCH SEAL AD BCO SALCHICHA 600ML,282.55
21184,DCL2511-19 CELERIX ESM SEC RAP NARANJA CUB 19LT,"3,016.69"
21188,KES7-1 KIT ESPECIAL 7 PULG PIEZA,0.02
21195,D8460AL-SM-250 DX103 DESENGRASANTE PARA PLASTICOS .250LT,62.09
21203,CH-06-L CHALECO REFLEJANTE TEXTIL NARANJA GRANDE PIEZA,44.7
21207,O-SM-19AEC MAE ORGANICOS APERLADO ESMALTE ACRIL OMNI CUB 19LT,"12,027.26"
21208,851-1 ESPONJA NEGRA SOPORTE DE VELCRO DIAM DE 8P PIEZA,276.82
21209,DMK711-1 MACK ESMALTE ALQ NARANJA 1LT,183.77
21217,EPX-901-SM-250 CATALIZADOR PARA PRIMARIO EPOXICO .250LT,122.75
21231,40000086 KIT DE LIMPIEZA PIEZA,"2,000.98"
21232,ETICAL-CAN ETIQUETA CALENDARIOS CANCUN PIEZA,4.67
21233,ETICAL-MER ETIQUETA CALENDARIOS MERIDA PIEZA,4.67
21234,GPRA26202-4A RA 26 AMARILLO 202 SOL MED PARTE A GAL 4LT,870.93
21243,DCH3085-SM-125 *K  CATALIZADOR TEMPERATURA MEDIA PARA DC3000 Y D .125LT,251
21244,DCH3085-SM-250 *K  CATALIZADOR TEMPERATURA MEDIA DC3000 Y D .250LT,451.8
21245,DCH3085-SM-500 *K  CATALIZADOR TEMPERATURA MEDIA DC3000 Y D .500LT,813.24
21246,MH101-SM-125 *K  OMNI AE HARDENER .125LT,119.71
21247,MH101-SM-250 *K  OMNI AE HARDENER .250LT,215.48
21252,31624-100 LIJA HOJA NORTON ADALOX A275 P400 CAJA 100PZ,"1,528.33"
21253,VM4504 GARNET 2 OZ PIEZA,"2,291.30"
21258,CPC-SM-360500B AUE360 ESMALT POLIURET ORGANICO .500LT,402.05
21266,08115 ADHESIVO PARA CARROCERIA PANEL BONDING 200 ML PIEZA,"1,312.10"
21270,X200446600 AEROCOMEX COLOR ROSA MEXICANO,59.47
21276,DMK707-1 MACK ESMALTE ALQUIDALICO ROJO 1LT,183.77
21279,30290-15 TIRA HOOKIT TRIZACT P3000 70 X 140 MM CAJA,"1,165.63"
21292,100099485 CUÑA DE HULE VERDE PARA PASTA AUTOMOTRIZ PIEZA,2.77
21295,34337-25 HOJA ABRASIVA FLEXIBLE 5.5  X 6.8 P400 CAJA,"1,664.50"
21296,34339-25 HOJA ABRASIVA FLEXIBLE 5.5 X 6.8 P600 CAJA,"1,664.50"
21297,34340-25 HOJA ABRASIVA FLEXIBLE 5.5 X 6.8 P800 CAJA,"1,664.50"
21298,34341-25 HOJA ABRASIVA FLEXIBLE 5.5 X 6.8 P1000 CAJA,"1,664.50"
21299,34342-25 HOJA ABRASIVA FLEXIBLE 5.5 X 6.8 P1200 CAJA,"1,664.50"
21300,34343-25 HOJA ABRASIVA FLEXIBLE 5.5 X 6.8 P1500 CAJA,"1,664.50"
21301,34405-25 DISCO ABRASIVO FLEXIBLE 6 PULGADAS P600 CAJA,"2,011.50"
21302,34406-25 PN34406 DISCO ABRASIVO FLEXIBLE 6 PULGADAP800 CAJA,"2,011.50"
21303,34407-25 DISCO ABRASIVO FLEXI 7P P1000 6PULG CAJA,"2,011.50"
21304,34408-25 DISCO ABRASIVO FLEXIBLE 6 PULGADAS P1200 CAJA,"2,011.50"
21305,34409-25 DISCO ABRASIVO FLEXIBLE 6 PULGADAS  P1500 CAJA,"2,011.50"
21306,100013256 MASCARILLA DESECHABLECUBRE P/POLVO PIEZA,3.08
21309,DCL2511-1 CELERIX ESM SEC RAP NARANJA 1LT,188.34
21311,PRIMBCO-4 PRIMARIO ESTRUCTURAL BLANCO DOAL GAL 4LT,783.14
21313,06712 PAPEL P/ENMASCARAR SCOTCHBLOCK 0.30 X 228.6 MT 12P PIEZA,530.4
21314,06718 PAPEL P/ENMASCARAR SCOTCHBLOCK 0.45 X 228.6 MT 18P PIEZA,"1,049.23"
21326,X201856100 THINNER ACRILICO SM55R 1LT,39.35
21327,DCL2506-1 CELERIX ESM SEC RAP AMARILLO CAN 1LT,188.34
21330,RP6MG-SM-4A GP RP6 GRIS 621 MODIFICADO PARTE A GAL 4LT,"1,100.00"
21331,10011134 KIT PICO + AGUJA 1.3 EXTREME PIEZA,"3,149.26"
21334,YA22345KT JGO DE RECTIFICADOR DE ABOLLADURAS C/ PISTOLA S NAPON,"20,016.59"
21347,RMFILL-1 MAXIFILL 65246 LIGHTWEIGHT BODYFILLER ROBERLO 1 KG,201.78
21354,DMK713-1 MACK ESMALTE ALQU GRIS P 1LT,169.86
21358,DMK708-1 MACK ESMALTE ALQ VERDE JARDIN 1LT,169.86
21359,D1320C DOAL FANDECK D-C PIEZA,"1,056.23"
21361,X200452600 CEPILLO D/ALAMBRE #64 EXITO 9AEX75325 PIEZA,38.18
21362,X200449400 PINTURA AEROSOL ROJO BERMELLON BYP,49.26
21365,GPA2357-1 AEROSOL TRANSPARENTE .400LT PIEZA,109.82
21366,SX579-946 METAL CLEANER 0.946LT,517.19
21367,VM4402-SM-GR DITZLER BIG FLAKE (SILVER) 1GR,8.11
21375,08852 CERA DE CAVIDADES PLUS 18.7 OZ PIEZA,601.38
21376,08851 KIT DE APLICADORES PARA CERA DE CAVIDADES PLUS PIEZA,278.66
21377,"33579 HERRAMIENTA PARA DISCO DE CORTE, 75MM 3 IN PIEZA","3,775.52"
21378,6094-1 PERFECT IT EX ABRILLANTADOR LITRO,"1,470.92"
21379,39040S RESTAURADOR DE PIEL Y VINIL 473 ML PIEZA,373.77
21380,39034 CERA RÁPIDA 473 ML PIEZA,299.81
21381,DC3000-SM-1 *K  DC3000 CLEAR ALTOS SOLIDOS DE SECADO RAPIDO LITRO,612.91
21382,DC3000-SM-125 *K  DC3000 CLEAR ALTOS SOLIDOS DE SECADO RAPIDO .125LT,105.09
21383,DC3000-SM-250 *K  DC3000 CLEAR ALTOS SOLIDOS DE SECADO RAPIDO .250LT,189.17
21384,DC3000-SM-500 *K  DC3000 CLEAR ALTOS SOLIDOS DE SECADO RAPIDO .500LT,340.5
21385,DC3000-SM-400 *K  DC3000 CLEAR ALTOS SOLIDOS DE SECADO RAPIDO .400LT,272.4
21389,DC3000-SM-600 *K  DC3000 CLEAR ALTOS SOLIDOS DE SECADO RAPIDO .600LT,408.61
21391,DC2000-SM-1 *K  DC2000 CLEAR DE SECADO ULTRA RAPIDO LITRO,854.68
21392,DC2000-SM-125 *K  DC2000 CLEAR DE SECADO ULTRA RAPIDO .125LT,146.55
21399,DC2000-SM-250 *K  DC2000 CLEAR DE SECADO ULTRA RAPIDO .250LT,263.79
21403,DC2000-SM-500 *K  DC2000 CLEAR DE SECADO ULTRA RAPIDO .500LT,474.82
21413,DC4000-SM-1 *K  DC4000 CLEAR PREMIUM DE SECADO RAPIDO (D800) LITRO,707.2
21414,DC4000-SM-500 *K  DC4000 CLEAR PREMIUM DE SECADO RAPIDO (D800) .500LT,392.89
21416,CPC-SM-360500A AUE360 ESMALT POLIURET REGULAR .500LT,365.22
21422,127601 SUPER DUTY COMPOUND GALON,"2,199.11"
21423,KITPP-1 NUEVO KIT PARTES PLASTICAS 2016,"5,724.00"
21424,DC4000-SM-250 *K  DC4000 CLEAR PREMIUM DE SECADO RAPIDO (D800) .250LT,218.27
21425,DC4000-SM-125 *K  DC4000 CLEAR PREMIUM DE SECADO RAPIDO (D800) .125LT,121.26
21428,6095-4 *K PERFECT IT EX ABRILLANTADOR GALON,"5,001.14"
21437,X200452300 SELLADOR ACR CONTRA ALCAL YA114-19 19LT,"2,782.86"
21445,31361-50 DISCO HOOKIT CLEAN SANDING CUB II 3PULG G80 CAJA,656.5
21447,DSC 30703-29 TIRA HOOTKIT CLEAN SAND P400 .07 X12M CAJA,695.71
21448,30771-50 DISCO HOOKIT LIBRE DE POLVO 7 PERF 6PULG CAJA,"1,695.00"
21449,33389-15 DISCO ROLOC CUBITRON II 3 PULG CAJA,792
21450,DSC 1811-50 DISCO PURPU HOOKIT CLEAN SANDING PERF6 G400 CAJA,"1,007.50"
21451,DSC 1812-50 DISCO PURPU HOKIT CLEAN SANDING PERF 6 G320 CAJA,"1,007.50"
21452,101236 THK FIBER MAX 5 BLANCO 19 LTS,"1,980.00"
21462,G-500-1 PISTOLA DE GRAVEDAD PIEZA,480.27
21463,G-770-1 PISTOLA DE GRAVEDAD NO SANGRANTE PIEZA,590.42
21465,DD1124 JORONGO IMPERMEABLE AMARILLO PIEZA,166.7
21467,CC5165 BOTA DE HULE NEGRA PIEZA,164.5
21469,02514 SOPORTE PARA COFRES PIEZA,"10,253.79"
21472,DOX383-15 CATALOGO DE ARMADORAS IMPORTADO 2015 PIEZA,"1,530.58"
21479,RA26M202-4A GP RA26 AMARILLO 202 MODIFICADO PARTE A GAL 4LT,"1,663.67"
21484,X200262600 ESM ACRIL MOD ROSA MEX BRILL (XCTEAC008) ALK200 4LT,"1,062.74"
21488,X200265600 ESM ACRIL MOD SAASCAB ALK200 4LT,"1,018.46"
21497,127601-SM-125 SUPER DUTY COMPOUND .125LT,103.45
21499,291-1 JUEGO  DE  MOTOTOOL PIEZA,473.12
21503,PRIMGR-4 DOAL PRIMARIO ESTRUCTURAL GRIS GAL 4LT,555.37
21504,529-1 TALADRO NEUMATICO IND. ANGULAR DE 3/8 PIEZA,594.55
21505,RA26MB-4A GPRA26 BLANCO MODIFICADO PARTE A 4LT,"1,443.67"
21507,RP6MB-SM-1A GP RP6 BLANCO MODIFICADO PARTE A 1LT,305.56
21509,RA26M-SM-1BR GPRA26 MOD ACTIVADOR P/REGULARES PARTE B 1LT,401.85
21513,33443 BANDA ESMERILADORA CUBITRON II 1/2 X 18 G36 PIEZA,71.52
21514,33446 BANDA ESMERILADORA CUBITRON II 1/2 X 18 G80 PIEZA,71.52
21515,33575 HERRAMIENTA PARA BANDA ESMERILADORA 457 MM PIEZA,"6,626.14"
21524,X201851200 EPOXIMASTIC AUE 360 BLANCO BRILLANTE DE LINEA 4LT,"1,773.76"
21535,SM55BOTE-1 THINNER ACRILICO C/BOTE FLEX LITRO,51.27
21536,SM55BOTE-4 THINNER ACRILICO C/BOTE FLEX 4LT,182.89
21537,DMC900-189 BLANCO FUERTE  189.250 LT,"137,547.55"
21539,HW10-200 ESMALTE ACRIL. MOD. BLANCO ALK200 60% 200LT,"45,854.60"
21542,101002 THK DOBLE ACCION BLANCO 5 AÑOS 3.8 LT,593.1
21544,X201884400 PINT VINIL COMEX COLOR COCOA (GALON),598.12
21547,31131 RELLENADOR PLATINUM SELECT GALON,"1,184.79"
21548,8235-1 REPARADOR DE PARTES PLAST.  SEMI RIG. DURAMIX 200ML,"1,186.40"
21564,33292-1 BORLA DE ESPONJA PERFECT IT 1 6PULG PIEZA,543.55
21565,2510-1 CARRITO ORGANIZADOR METALICO ROJO PIEZA,"12,343.05"
21568,CA320-1 CINTA AISLANTE ELECTRICA 320 3/4P PIEZA,19.73
21587,CPC-SM-100250A AUE100 ESMALT POLIURET REGULAR .250LT,170.24
21589,TRAPOCOL-50 TRAPO INDUSTRIAL DE COLOR 50KG,"2,272.72"
21592,40000239 CARRO SAGOLA MOVIL SUPER S01 PIEZA,"19,574.09"
21593,CPC-SM-100500B AUE100 ESMALT POLIURET ORGANICO .500LT,341.84
21594,CPC-SM-100250C AUE100 ESMALT POLIURET ROJOS MARRONES .250LT,199.46
21595,ZPRIMBCO-19 K* ZHA PRIMARIO EST INDUSTRIAL SR BLANCO CUB 19LT,"1,655.10"
21600,"2043-1 LIJA IMPERIAL WETORDRY P220  9 X 11""  PIEZA",18.48
21605,100113453 REDUCTOR PARA AUE370,238.59
21607,34403-1 DISCO ABRASIVO FLEXIBLE P400 6PULG PIEZA,80.46
21611,ETI100304 ETIQUETAS TE THINNER ESTADAR PIEZA,0.62
21612,101009 THK IMPER BLANCO 3 AÑOS 3.8 LT,468.9
21613,"5726-1 BORLA ESPONJA NEGRA PARA ABRILLANTAR 3""",143.77
21618,DMK-SM-1B MACK ESMALTE ALQ BASICO 1LT,172.37
21620,NOR08871 LIJA DE AGUA P1500 9X11IN 230X280MM NORTON T402 PIEZA,11.08
21622,NOR08874 LIJA DE AGUA P2500 9X11IN 230X280MM NORTON T402 PIEZA,11.08
21623,NOR23614 TIRA DE LIJA PAPEL P80 BLUEFIRE H875P 2-3/4X16-1/2IN PIEZA,38.13
21624,NOR06234 DISCO DE LIJA PAPEL P120 ADALOX A296 6IN 152.4MM PIEZA,14.27
21625,NOR39380 LIJA DE AGUA P1200 9X11IN 228.6X279.4MM BLACK ICE T402 PIEZA,22.48
21627,NOR04616 ADHESIVO EST.REP. URETANO SPEEDGRIP215.89ML 11 5MIN PIEZA,"1,519.80"
21628,NOR04625 PROMOTOR ADHERENCIA AEROSOL 11.9OZ 351.93ML PIEZA,581.18
21629,NOR04632 REFUERZO MALLA DE NYLON 2X65IN 51X1.65M PIEZA,499.52
21630,NOR06236 DISCO DE LIJA PAPEL P80 A296 6IN 152.4MM ADALOX PIEZA,14.27
21634,GPRP22-16A EPÓXICO RICO EN ZINC PARTE A 16LT,"10,848.00"
21635,GPRP22-4B ACTIVADOR P/RICO EN ZING PARTE B 4LT,"2,712.00"
21636,3703 EQUIPO PARA PINTAR PORTÁTIL PAINT COLOR PIEZA,"1,583.94"
21641,PER15-06 PAPEL PARA ENMASCARAR RETO 305M X 0.15-06PULG,227.13
21642,PER30-12 PAPEL PARA ENMASCARAR RETO 305M X 0.30-12PULG,437.58
21643,PER45-18 PAPEL PARA ENMASCARAR RETO 305M X 0.45-18PULG,656.38
21644,PER60-24 PAPEL PARA ENMASCARAR RETO 305M X 0.60-24PULG,974.65
21645,PER91-36 PAPEL PARA ENMASCARAR RETO 305M X 0.91-36PULG,"1,312.75"
21653,19EQ70573 ETIQUETA P/IMPRE DIMO TURBO PIEZA,159.09
21663,ZPRIMRJ-4 ZHA PRIM EST INDUSTRIAL SR ROJO GAL 4LT,352.94
21666,NOR09768 MASKING TAPE PREMIUM-VERDE 18X50MM PIEZA,73.98
21667,NOR27752 MASKING TAPE PREMIUM-VERDE 24X50MM PIEZA,88.33
21668,NOR09770 MASKING TAPE PREMIUM-VERDE 48X50MM PIEZA,205.63
21669,D837-SM-1 SPIRIT WIPE 1LT,111.11
21673,D1014-4 LINEA 1000 ESM SEC ULTRARAP. ROJO OXDIDO 4LT,810.06
21674,D1018-4 LINEA 1000 ESM SEC ULTRARAP. BLANCO OSTION 4LT,810.06
21675,SX330 WAX & GREASE REMOVER 3.785LT DESCONTINUADO,628.35
21682,NOR23590-1 DISCO DE LIJA PAPEL P36 6IN 152.4MM NORGRIP BLUEFIRE,51.98
21683,NOR23589-1 DISCO DE LIJA P40 PAPEL 6IN 152.4MM NORGRIP BLUEFIRE,47.07
21686,"30014-1 JUEGO DE BOQUILLA, AGUJA Y TOBERA 1.3 MM, P/MOD 33000 PIEZA",312.19
21689,TPLAYAC-EG PLAYERA IMPRESA TPS AZUL CIELO EXTRA GDE PIEZA,53.03
21690,EX00808 EXITO FELPA P/ESMALTES 3/8 PULG PIEZA,53.02
21701,DSC M112-946 AMARILLO INDO 0.946 LT,"1,363.31"
21702,M120-946 BLANCO DE ENTINTE 0.946 LT,820.08
21706,CPC-SM-360500C AUE360 ESMALT POLIURET ROJOS MARRON .500LT,434.59
21718,ETIPPG321 ETIQUETA 321 DE  PPG PIEZA,1.59
21719,ETIPPG331 ETIQUETA 331 DE  PPG PIEZA,1.59
21720,ETIRETO ETIQUETA DE PASTA DE RETO PIEZA,1.59
21724,LECTOR-1 LECTOR DE CODIGO DE BARRAS,"2,727.27"
21731,5888 PARCHE FLEXIBLE P/REPARAR FASCIAS AUTOMIX 4X8PULG CJ 6PZ,"1,807.19"
21741,ZPRIMGR-19 *K ZH PRIMARIO EST INDUSTRIAL SR GRIS CUB19LT,"1,782.08"
21743,X201852200 ESMALTE ACR. ALK200 GUITARRA AT XTR 4LT,"1,018.46"
21745,X201852400 ESMALTE ACR. ALK200 JARRON XTR 4LT,"1,018.46"
21746,X201852500 ESMALTE ACR. ALK200 HUACAL XTR 4LT,"1,018.46"
21748,X201852600 ESMALTE ACR. ALK200 MOLE XTR 4LT,"1,018.46"
21749,X201852700 ESMALTE ACR. ALK200 CALABAZA XTR 4LT,"1,018.46"
21750,X201852800 ESMALTE ACR. ALK200 MALETA XTR 4LT,"1,018.46"
21751,X201852900 ESMALTE ACR. ALK200 PAPAYA XTR 4LT,"1,018.46"
21752,31374-50 DISCO HOOKIT CUBITRON II 282 PERF G180 CAJA 50PZ,"1,402.00"
21753,30770-50 DISCO HOOKIT LIBRE DE POLVO 7 PERF. GP800 CAJA 50PZ,"1,695.00"
21754,"30769-50 DISCO HOOKIT 6"" G1000 DF 7 PERF CAJA 50PZ","1,695.00"
21755,"2038-50 IMPERIAL WETORDRY 9 X 11"" P400 CAJA 50PZ",924
21761,TC85036-1 TIRAS COARSE CUT GRIP P36 2-3/4 X 16-1/2 PIEZA,31.47
21762,05095-1 MASILLA ACRILICA BLANCO 411 GR. (SEC SEMI-RAP) PIEZA,651.9
21764,DRBCO-SM-1 DOAL REMOVEDOR BLANCO 1LT,56.69
21787,X202361900 DBCSM1B VERDE CAS350 FOLKLORICO 1LT,"1,069.00"
21788,X202362000 DBCSM1B VERDE OPAC CAS357 FOLKLORICO 1LT,"1,069.00"
21789,100115615 DBCSM1B ROSA OPACO CAS05 FOLKLORICO,971.82
21790,X202362200 DBCSM1B AMARILLO OPAC CAS242 FOLKLOR 1LT,"1,069.00"
21791,X202363300 AZUL CAS558 FOLKLORICO. 1LT,"1,069.00"
21792,100115619 DBCSM1B TINTA ROJO OXIDO DMS622,971.82
21793,X204693600 TINTA MAGENTA PPG DMD1605 946ML,"1,069.00"
21794,X202362600 DBCSM1B TINTA AZUL ARTISTA DMD1607,971.82
21795,X204693700 TINTA CAFE ARTISTA PPG DMD1634 946ML,"1,069.00"
21796,X204693400 TINTA ROJO BRILLANTE PPG DMD1677 946ML,"1,389.98"
21797,100115624 DBCSM1B TINTA NARANJA DMD1603,971.82
21798,X204693900 TINTA VERDE OSCURO PPG DMD1693 946ML,"1,069.00"
21799,X202363100 DBCSM1B VERDE CLARO XENOTES 1LT,"1,069.00"
21800,X202363200 DBCSM1B AZUL CAS321C FOLKLORICO 1LT,"1,069.00"
21801,X202366000 AMARILLO 061 KUKULCAN,971.82
21802,X202363400 DBCSM1B AZUL CAS622 1LT,"1,069.00"
21803,X202363500 DBCSM1B AZUL CAS591 FOLKLORICO 1LT,"1,069.00"
21804,X202363600 DBCSM1B COLOR CAS2582C FOLKLORICO,"1,069.00"
21805,X202363700 DBCSM1B COLOR CAS741C FOLKLORICO 1LT,"1,069.00"
21806,X202363800 DBCSM1B COLOR AZUL CAS2577 FOLKLORIC 1LT,"1,069.00"
21808,X202364000 DBCSM1B ROSA OBSCUR CAS22 FOLKLORICO 1LT,"1,389.98"
21809,X202364100 DBCSM1B ROSA CAS215C FOLKLORICO 1LT,"1,069.00"
21810,X202364200 DBCSM1B ROSA MEXICANO FOLKLORICO 1LT,"1,069.00"
21811,X202364300 DBCSM1B ROSA CLARO CAS722 1LT,"1,069.00"
21814,X202364400 DBCSM1B AMARILLO 129C 1 LT,"1,069.00"
21815,X202364500 DBCSM1B CAS242 FOLKLORICO 1LT,"1,069.00"
21816,X202364600 DBCSM1B AMARILLO 109C FOLKLORICO 1LT,"1,069.00"
21817,X202364700 DBCSM1B VDE BRILLANT 375C FOLKLORICO 1LT,"1,069.00"
21818,X202364800 DBCSM1B VDE PISTACHE CAS322 1LT,"1,069.00"
21819,X202364900 DBCSM1B VDE CLARO CAS331 FOLKLORICO 1LT,"1,069.00"
21820,X202365000 DBCSM1B NARANJA 063 KUKULCAN 1LT,"1,069.00"
21821,X202365100 DBCSM1B VERDE 054 KUKULCAN 1LT,"1,069.00"
21822,X202365200 DBCSM1B VERDE 053 KUKULCAN 1LT,"1,069.00"
21823,X202365300 DBCSM1B ROSA 052 KUKULCAN 1LT,"1,069.00"
21824,X202365400 DBCSM1B NARANJA 065 KUKULCAN 1LT,"1,069.00"
21825,X202365500 DBCSM1B AZUL 067 KUKULCAN 1LT,"1,069.00"
21826,X202365600 DBCSM1B AMARILLO 064 KUKULCAN 1LT,"1,069.00"
